response_id,company_id,survey_year,quarter,country,region,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,ai_adoption_rate,ai_adoption_stage,years_using_ai,ai_primary_tool,num_ai_tools_used,ai_use_case,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,innovation_score,customer_satisfaction,survey_source,data_collection_method
125646,COMP-07853,2026,Q2,Malaysia,Asia,Technology,SME,588,347.7,2002,24,16-30 years,32.12,pilot,10,Other,3,HR Automation,9,21.52,12.62,0.408,34.25,74633.59,60,High,Yes,61,45.24,5.54,9.07,2.17,5.5,13,16,33,-0.5,1.78,78,5.29,Internal Corporate Survey,Online Survey
117205,COMP-07326,2024,Q1,Thailand,Asia,Technology,SME,769,254.1,1995,29,16-30 years,23.78,pilot,8,GitHub Copilot,2,Customer Support,4,26.24,8.64,0.291,25.07,28549.66,80,Medium,Yes,72,47.41,5.45,10.99,4.17,7.3,25,23,41,-5.0,8.25,49,3.59,McKinsey Report,API Scrape
106126,COMP-06633,2026,Q2,USA,North America,Agriculture,SME,787,303.04,1994,32,30+ years,38.67,partial,8,ChatGPT,2,Supply Chain Optimization,5,31.16,9.55,0.341,25.81,36778.44,71,High,No,62,31.39,6.18,29.84,8.63,11.97,52,34,59,5.73,1.28,58,5.31,McKinsey Report,API Scrape
61719,COMP-03858,2024,Q3,Japan,Asia,Healthcare,SME,947,271.94,2007,17,16-30 years,22.15,pilot,7,Custom Internal AI,1,Medical Diagnostics,7,7.05,2.77,0.183,37.02,7956.79,74,High,No,47,41.32,6.09,14.21,3.0,0.0,32,29,36,3.27,4.04,49,5.46,McKinsey Report,Online Survey
140527,COMP-08783,2026,Q3,India,Asia,Consulting,SME,202,199.8,1993,33,30+ years,38.12,partial,7,Claude,2,Marketing Automation,4,15.28,11.12,0.279,29.11,110015.15,60,Low,No,58,45.4,5.29,15.73,7.13,3.29,9,7,7,9.36,2.67,62,5.21,McKinsey Report,Online Survey
45183,COMP-02824,2026,Q3,South Korea,Asia,Retail,SME,172,229.61,2003,23,16-30 years,42.75,partial,4,Custom Internal AI,1,Supply Chain Optimization,6,31.39,9.93,0.363,27.01,132542.72,80,Low,No,59,60.18,4.2,24.17,8.28,5.84,11,8,18,4.77,6.88,53,4.53,LinkedIn Poll,Phone Interview
47351,COMP-02960,2024,Q3,India,Asia,Retail,SME,365,255.17,2004,20,16-30 years,40.33,partial,4,Gemini,4,Supply Chain Optimization,6,18.52,6.51,0.264,27.39,45502.34,57,High,Yes,60,44.67,5.74,21.58,6.95,6.73,13,18,16,-1.8,5.19,51,7.18,WEF Survey,API Scrape
87242,COMP-05453,2025,Q2,Netherlands,Europe,Finance,Enterprise,12455,8569.41,2001,24,16-30 years,23.78,pilot,7,ChatGPT,3,Fraud Detection,8,15.16,7.76,0.3,34.45,53401.11,91,High,Yes,51,52.02,5.22,14.62,5.47,3.18,562,408,305,-1.78,5.72,53,4.18,LinkedIn Poll,Online Survey
134171,COMP-08386,2025,Q3,Chile,South America,Retail,Startup,46,37.74,2000,25,16-30 years,16.56,pilot,7,Custom Internal AI,1,Supply Chain Optimization,0,0.0,1.96,0.026,33.56,16040.69,83,Medium,Yes,46,34.34,4.06,5.31,2.55,0.0,1,1,0,-4.06,2.29,45,3.86,Internal Corporate Survey,Online Survey
9040,COMP-00565,2026,Q4,China,Asia,Technology,SME,550,252.56,2004,22,16-30 years,29.97,pilot,6,GitHub Copilot,1,HR Automation,3,18.48,10.07,0.261,27.81,46228.79,69,Medium,Yes,79,61.12,5.68,9.4,4.38,5.35,7,22,29,6.07,0.0,48,4.52,LinkedIn Poll,Phone Interview
22772,COMP-01424,2023,Q4,Chile,South America,Manufacturing,SME,578,496.23,1991,32,30+ years,23.4,pilot,7,Custom Internal AI,1,Supply Chain Optimization,2,16.17,4.29,0.158,27.77,36858.07,78,High,Yes,59,47.38,5.2,12.09,6.93,6.58,29,15,18,6.69,7.34,54,6.42,WEF Survey,API Scrape
144163,COMP-09011,2023,Q3,China,Asia,Manufacturing,Startup,71,39.18,1995,28,16-30 years,20.7,pilot,2,ChatGPT,2,Supply Chain Optimization,3,16.75,6.1,0.201,32.92,33683.96,64,Medium,No,48,17.55,5.09,19.86,4.47,8.79,3,2,2,-1.05,6.51,48,5.73,WEF Survey,API Scrape
71897,COMP-04494,2025,Q1,Kenya,Africa,Consulting,Enterprise,13922,1311.28,1995,30,16-30 years,35.98,partial,5,Custom Internal AI,3,HR Automation,11,31.29,11.3,0.464,22.51,10638.49,68,Low,Yes,57,31.02,4.72,15.89,4.53,11.44,503,497,1095,12.63,5.76,40,7.62,Internal Corporate Survey,API Scrape
138941,COMP-08684,2026,Q1,Colombia,South America,Agriculture,SME,385,89.03,2009,17,16-30 years,27.72,pilot,5,Other,2,Supply Chain Optimization,5,23.69,6.49,0.269,23.3,15010.9,64,Medium,Yes,62,23.33,5.49,8.89,3.85,5.54,8,12,20,-0.34,3.2,45,4.91,WEF Survey,Online Survey
77400,COMP-04838,2024,Q4,UK,Europe,Consulting,Enterprise,5125,1911.18,2018,6,6-15 years,37.64,partial,3,Claude,1,Customer Support,9,18.1,10.0,0.359,27.76,37279.56,67,Medium,No,51,57.47,4.69,36.19,12.41,19.09,324,266,81,8.59,9.33,45,6.1,LinkedIn Poll,Phone Interview
126988,COMP-07937,2025,Q4,Netherlands,Europe,Finance,SME,303,399.38,2013,12,6-15 years,33.6,pilot,7,GitHub Copilot,1,HR Automation,0,22.83,6.62,0.183,32.15,87260.33,82,High,Yes,64,33.89,4.66,22.96,8.27,3.29,17,15,21,5.52,4.86,51,4.9,McKinsey Report,API Scrape
155064,COMP-09692,2024,Q4,France,Europe,Finance,SME,762,115.54,2002,22,16-30 years,38.74,partial,4,Gemini,2,HR Automation,8,30.67,9.75,0.391,23.46,14791.15,59,Medium,Yes,63,59.01,5.68,18.01,4.2,11.5,22,35,36,4.09,1.15,48,6.9,Internal Corporate Survey,Phone Interview
103641,COMP-06478,2025,Q1,Australia,Oceania,Technology,SME,198,105.51,2013,12,6-15 years,55.54,partial,6,Gemini,3,Customer Support,9,49.11,10.41,0.493,20.43,55498.39,77,Medium,No,64,59.0,6.63,32.14,13.72,14.73,9,11,21,10.14,4.58,65,6.97,Internal Corporate Survey,Online Survey
3042,COMP-00191,2023,Q2,China,Asia,Healthcare,Startup,31,41.91,1993,30,16-30 years,37.18,partial,3,ChatGPT,2,Medical Diagnostics,4,9.57,10.02,0.24,33.11,135401.02,74,High,No,56,45.66,5.18,15.58,5.65,8.67,1,2,2,8.01,0.0,53,4.79,McKinsey Report,API Scrape
1297,COMP-00082,2023,Q1,Japan,Asia,Retail,Startup,93,30.54,2018,5,0-5 years,25.46,pilot,5,ChatGPT,2,Supply Chain Optimization,3,20.66,10.06,0.27,29.05,33023.55,68,Medium,No,52,37.77,5.29,18.74,2.69,4.94,3,3,4,4.56,2.43,64,5.01,LinkedIn Poll,Online Survey
69843,COMP-04366,2023,Q3,Kenya,Africa,Manufacturing,Startup,32,15.96,1995,28,16-30 years,26.59,pilot,6,Custom Internal AI,2,Customer Support,4,34.82,4.82,0.276,26.54,24042.08,62,High,No,58,11.32,5.38,17.81,6.39,12.29,1,1,2,6.09,10.71,57,4.78,LinkedIn Poll,Online Survey
4724,COMP-00296,2023,Q4,Italy,Europe,Technology,Startup,29,25.74,2021,2,0-5 years,35.85,partial,1,ChatGPT,2,Software Development,4,29.09,10.98,0.334,30.19,97429.09,63,Medium,Yes,65,59.23,6.55,23.04,7.01,10.22,1,1,2,3.57,0.73,43,5.86,McKinsey Report,Online Survey
52806,COMP-03301,2024,Q2,Italy,Europe,Healthcare,Startup,23,6.4,1990,34,30+ years,47.97,partial,8,Claude,3,Customer Support,7,48.47,12.83,0.49,19.55,35710.75,55,High,Yes,69,43.91,6.54,22.59,8.44,14.77,1,1,3,12.61,4.35,47,6.41,McKinsey Report,Phone Interview
57351,COMP-03585,2024,Q3,Singapore,Asia,Retail,Startup,52,10.11,2010,14,6-15 years,40.62,partial,7,Custom Internal AI,1,Customer Support,6,21.22,6.77,0.279,25.59,13158.04,80,Medium,No,40,33.81,6.13,30.74,5.78,10.7,4,2,2,-2.06,6.87,57,4.92,LinkedIn Poll,Research Compilation
59644,COMP-03728,2025,Q4,Canada,North America,Technology,Enterprise,1448,1272.16,2005,20,16-30 years,60.7,partial,6,Custom Internal AI,4,HR Automation,12,45.13,14.49,0.581,28.72,127274.35,73,Medium,Yes,58,77.23,4.68,25.91,6.69,15.77,72,88,155,7.74,6.92,68,5.59,Internal Corporate Survey,Research Compilation
133639,COMP-08353,2024,Q3,Egypt,Africa,Retail,SME,384,234.95,2017,7,6-15 years,21.34,pilot,4,GitHub Copilot,3,Customer Support,4,26.59,6.55,0.265,25.76,40097.62,61,High,No,66,24.54,6.26,13.97,2.47,5.78,9,10,33,6.48,5.69,64,4.01,Internal Corporate Survey,Research Compilation
127421,COMP-07964,2026,Q1,Malaysia,Asia,Logistics,Startup,11,17.45,2017,9,6-15 years,28.58,pilot,7,GitHub Copilot,3,Customer Support,4,12.8,6.78,0.21,34.9,107605.66,75,High,No,47,20.6,4.8,22.48,8.85,9.53,0,0,0,3.55,3.09,51,5.24,Internal Corporate Survey,Phone Interview
116479,COMP-07280,2026,Q3,Chile,South America,Technology,SME,377,427.32,2006,20,16-30 years,36.0,partial,4,Custom Internal AI,2,Marketing Automation,8,23.48,12.48,0.397,21.21,141414.27,76,Medium,No,64,46.55,6.71,14.5,4.77,8.45,11,17,28,-3.86,4.08,60,5.64,McKinsey Report,API Scrape
31377,COMP-01962,2023,Q1,Germany,Europe,Manufacturing,Enterprise,17571,8733.57,1996,27,16-30 years,36.72,partial,2,Claude,2,Predictive Maintenance,11,23.41,6.09,0.362,29.99,30264.8,69,Medium,No,68,46.7,5.42,19.99,7.08,6.38,645,721,1182,-1.65,13.14,55,6.02,LinkedIn Poll,API Scrape
42221,COMP-02639,2026,Q1,Singapore,Asia,Technology,SME,114,137.37,2010,16,16-30 years,55.18,partial,9,Custom Internal AI,2,Customer Support,10,32.12,19.12,0.555,18.25,230446.49,74,High,No,59,58.79,6.02,23.15,7.68,15.76,5,9,13,11.2,3.12,79,7.35,McKinsey Report,API Scrape
7304,COMP-00457,2024,Q4,Indonesia,Asia,Healthcare,SME,149,124.38,2019,5,0-5 years,19.44,pilot,3,Other,1,HR Automation,1,10.44,4.69,0.123,34.7,39137.77,70,Medium,No,47,28.25,5.95,11.26,6.09,5.99,2,4,2,0.76,3.96,44,6.2,Internal Corporate Survey,Research Compilation
105180,COMP-06574,2025,Q4,Italy,Europe,Technology,Enterprise,14507,8794.69,1995,30,16-30 years,74.7,full,9,GitHub Copilot,5,Marketing Automation,11,44.58,21.8,0.66,18.51,132175.45,63,High,Yes,75,75.83,4.89,34.05,9.22,20.65,1067,1172,1776,12.67,9.14,75,6.77,LinkedIn Poll,API Scrape
128937,COMP-08059,2025,Q1,Italy,Europe,Education,Startup,51,37.45,2011,14,6-15 years,36.34,partial,9,ChatGPT,2,Marketing Automation,10,37.83,7.7,0.427,25.17,56555.84,69,High,Yes,69,52.38,4.53,18.03,4.55,10.74,3,3,4,-5.0,1.47,48,6.36,McKinsey Report,Online Survey
32887,COMP-02056,2024,Q3,Kenya,Africa,Agriculture,SME,545,218.12,2011,13,6-15 years,60.79,partial,7,Other,2,Supply Chain Optimization,9,47.78,14.66,0.545,17.33,58664.29,70,Low,No,65,39.24,5.84,24.75,8.36,15.4,33,34,47,5.74,2.7,57,7.5,Internal Corporate Survey,Online Survey
74266,COMP-04642,2025,Q2,UK,Europe,Agriculture,Startup,73,7.16,1997,28,16-30 years,36.2,partial,9,Custom Internal AI,3,Customer Support,4,22.21,9.44,0.285,29.79,9260.0,66,High,Yes,60,38.39,5.15,11.75,6.44,0.0,2,3,4,3.46,0.6,59,5.83,Internal Corporate Survey,API Scrape
137781,COMP-08612,2024,Q1,UK,Europe,Retail,SME,566,276.52,2000,24,16-30 years,21.36,pilot,3,Claude,1,Fraud Detection,2,27.79,6.2,0.232,25.39,30279.42,76,Medium,No,60,54.49,5.3,24.33,9.04,10.21,30,13,25,-1.46,6.03,59,7.03,LinkedIn Poll,API Scrape
118271,COMP-07392,2026,Q3,Poland,Europe,Technology,SME,688,117.63,2001,25,16-30 years,35.14,partial,4,Gemini,2,Customer Support,3,40.65,14.45,0.412,15.85,24707.55,72,High,Yes,62,43.13,4.75,15.11,4.69,7.67,22,33,43,1.58,2.5,61,5.18,WEF Survey,Research Compilation
61689,COMP-03856,2025,Q1,France,Europe,Finance,SME,864,144.94,2001,24,16-30 years,62.45,partial,5,GitHub Copilot,3,HR Automation,10,32.29,15.18,0.504,21.43,25468.44,70,High,Yes,71,58.23,5.67,30.2,13.07,12.68,44,59,59,2.47,8.64,58,5.61,WEF Survey,Online Survey
150220,COMP-09389,2025,Q4,Sweden,Europe,Technology,SME,761,397.7,1991,34,30+ years,35.08,partial,7,ChatGPT,3,Software Development,6,31.09,12.88,0.401,16.71,67307.05,79,High,No,65,67.04,6.72,9.98,1.95,13.38,13,32,27,1.57,0.0,62,6.81,WEF Survey,Online Survey
34522,COMP-02158,2025,Q2,Indonesia,Asia,Finance,SME,408,238.72,1998,27,16-30 years,41.45,partial,3,Claude,3,Fraud Detection,10,29.82,9.03,0.411,16.77,52850.28,53,High,No,58,36.63,5.76,17.62,8.22,14.5,10,27,35,2.85,6.49,50,4.18,McKinsey Report,API Scrape
42625,COMP-02665,2023,Q1,Japan,Asia,Education,SME,755,111.98,2016,7,6-15 years,31.45,pilot,4,ChatGPT,1,Software Development,3,14.08,7.02,0.202,27.02,10408.65,70,High,No,53,53.21,7.07,9.31,5.05,1.72,23,29,44,-5.0,0.0,58,5.25,Internal Corporate Survey,Online Survey
156559,COMP-09785,2026,Q3,India,Asia,Logistics,SME,593,301.03,1991,35,30+ years,31.03,pilot,4,GitHub Copilot,3,Customer Support,9,25.61,12.59,0.425,25.85,63894.62,65,High,No,50,39.49,5.99,14.1,5.28,9.91,18,17,30,2.48,2.36,65,4.69,LinkedIn Poll,Phone Interview
40837,COMP-02553,2024,Q1,Kenya,Africa,Manufacturing,Enterprise,8331,5032.73,2008,16,16-30 years,40.06,partial,8,ChatGPT,3,HR Automation,10,43.68,14.82,0.546,16.01,89540.99,67,High,No,61,27.47,5.41,24.42,10.44,11.77,601,423,972,4.72,6.23,56,6.72,Internal Corporate Survey,Phone Interview
9952,COMP-00622,2026,Q4,Brazil,South America,Technology,Enterprise,8818,8353.79,2008,18,16-30 years,63.73,partial,5,ChatGPT,4,Software Development,9,53.14,16.22,0.588,13.0,153706.3,64,Low,No,62,85.27,5.14,29.61,11.44,13.6,684,567,1174,9.89,11.97,72,7.04,LinkedIn Poll,Phone Interview
155925,COMP-09746,2024,Q1,Germany,Europe,Technology,Enterprise,17813,4827.04,1995,29,16-30 years,38.9,partial,8,Claude,2,Marketing Automation,5,40.42,9.62,0.38,14.27,26079.19,90,High,No,54,39.93,5.71,16.81,5.29,8.44,482,459,2280,1.97,5.39,52,5.29,WEF Survey,Research Compilation
83936,COMP-05246,2026,Q4,UK,Europe,Agriculture,Startup,37,7.02,2014,12,6-15 years,41.78,partial,9,Custom Internal AI,4,Supply Chain Optimization,6,30.26,9.59,0.354,31.97,18187.11,66,Medium,No,62,39.01,6.32,9.18,3.75,5.83,0,2,3,13.01,5.63,67,6.07,LinkedIn Poll,Online Survey
9863,COMP-00617,2024,Q3,Singapore,Asia,Healthcare,SME,875,172.13,2020,4,0-5 years,37.0,partial,2,GitHub Copilot,2,HR Automation,12,21.93,8.4,0.403,23.1,16531.93,70,High,No,58,32.12,4.93,19.52,4.69,6.42,27,41,42,-5.0,13.82,59,5.82,LinkedIn Poll,Research Compilation
149292,COMP-09331,2025,Q4,Australia,Oceania,Finance,Enterprise,2306,2734.11,1992,33,30+ years,68.69,partial,9,Claude,4,Fraud Detection,10,58.8,19.25,0.668,5.84,228255.42,75,High,No,52,72.59,5.94,31.63,9.51,17.94,203,181,338,15.48,4.75,52,4.98,WEF Survey,Online Survey
61282,COMP-03831,2023,Q2,Indonesia,Asia,Logistics,Startup,60,44.63,1997,26,16-30 years,37.33,partial,2,ChatGPT,3,Fraud Detection,6,19.86,6.14,0.265,21.12,45695.42,75,Low,No,53,31.83,5.35,28.32,5.28,7.32,4,3,2,6.84,6.57,59,4.97,Internal Corporate Survey,API Scrape
148023,COMP-09252,2024,Q3,Thailand,Asia,Finance,Startup,98,2.76,2017,7,6-15 years,42.58,partial,7,ChatGPT,3,Fraud Detection,11,27.09,8.05,0.404,24.5,2266.3,77,Medium,Yes,62,44.44,6.05,24.99,7.07,9.83,4,4,5,0.73,2.39,67,6.37,Internal Corporate Survey,API Scrape
142716,COMP-08920,2025,Q4,New Zealand,Oceania,Consulting,Startup,38,35.52,1995,30,16-30 years,45.79,partial,6,ChatGPT,2,HR Automation,9,34.96,13.69,0.478,20.08,127957.72,75,Medium,No,65,65.76,7.28,21.95,4.83,13.45,1,2,4,4.43,8.79,54,6.34,Internal Corporate Survey,Phone Interview
147007,COMP-09188,2026,Q3,Singapore,Asia,Manufacturing,Startup,61,47.39,1996,30,16-30 years,32.66,pilot,3,ChatGPT,2,HR Automation,7,22.65,9.73,0.341,28.95,75556.62,75,High,Yes,52,25.65,5.45,27.03,8.01,9.94,3,2,0,0.84,9.58,48,5.86,WEF Survey,Online Survey
23223,COMP-01452,2024,Q3,Singapore,Asia,Logistics,Startup,82,10.42,2014,10,6-15 years,37.48,partial,5,Claude,3,Supply Chain Optimization,3,37.1,8.07,0.312,23.34,10260.0,67,High,No,51,45.49,5.94,22.81,6.4,11.73,3,4,8,0.95,6.31,53,4.63,McKinsey Report,API Scrape
9074,COMP-00568,2023,Q2,Colombia,South America,Education,SME,667,392.86,2009,14,6-15 years,31.11,pilot,4,Claude,2,Marketing Automation,7,26.71,9.21,0.351,34.2,54247.22,65,High,Yes,55,36.37,3.97,27.34,11.53,12.82,24,21,38,3.79,0.05,57,5.89,McKinsey Report,API Scrape
79387,COMP-04962,2025,Q3,Germany,Europe,Consulting,Startup,22,22.59,1991,34,30+ years,21.0,pilot,5,ChatGPT,2,HR Automation,4,17.66,6.96,0.233,33.04,71423.02,83,Medium,No,62,60.18,4.42,12.36,2.01,0.0,1,1,1,-5.0,0.0,57,4.57,WEF Survey,Research Compilation
98183,COMP-06137,2024,Q3,Poland,Europe,Agriculture,SME,728,152.97,1990,34,30+ years,43.05,partial,2,Gemini,3,Supply Chain Optimization,9,21.45,10.64,0.381,33.39,22364.22,69,Low,No,46,37.14,5.15,16.61,7.68,8.97,30,22,22,8.21,4.96,71,4.71,Internal Corporate Survey,Research Compilation
7465,COMP-00467,2025,Q1,Kenya,Africa,Education,SME,295,191.84,2016,9,6-15 years,47.28,partial,6,ChatGPT,3,Customer Support,11,32.82,8.7,0.436,27.91,56550.12,65,High,Yes,69,50.33,6.15,26.93,8.92,12.15,23,15,20,1.97,6.8,66,7.03,Internal Corporate Survey,API Scrape
110238,COMP-06890,2026,Q2,Singapore,Asia,Logistics,Startup,84,4.61,2017,9,6-15 years,50.59,partial,7,Custom Internal AI,2,Supply Chain Optimization,9,43.8,11.3,0.483,19.82,6199.26,73,High,No,57,40.52,5.88,24.81,7.92,4.51,4,4,7,6.19,3.99,55,5.57,McKinsey Report,API Scrape
79412,COMP-04964,2023,Q4,India,Asia,Logistics,SME,662,451.39,1993,30,16-30 years,49.29,partial,5,Custom Internal AI,3,Supply Chain Optimization,10,35.41,11.6,0.469,17.51,79075.79,70,High,No,59,29.08,5.95,26.72,6.68,10.96,33,50,56,3.23,6.67,61,5.47,Internal Corporate Survey,Research Compilation
22810,COMP-01426,2025,Q2,Chile,South America,Manufacturing,Enterprise,18138,2624.32,2007,18,16-30 years,33.67,pilot,8,ChatGPT,3,Predictive Maintenance,10,20.13,11.21,0.4,28.41,16216.66,59,Low,No,59,24.67,4.42,17.28,6.75,4.76,526,789,323,5.4,4.35,58,4.84,LinkedIn Poll,Phone Interview
37195,COMP-02325,2025,Q3,New Zealand,Oceania,Agriculture,SME,102,295.72,2004,21,16-30 years,47.85,partial,6,Custom Internal AI,3,Predictive Maintenance,7,25.59,13.58,0.404,25.72,393744.08,73,Low,Yes,69,55.13,5.21,34.75,7.63,15.84,9,5,2,6.54,2.81,58,5.4,McKinsey Report,Research Compilation
1374,COMP-00086,2026,Q2,Thailand,Asia,Consulting,Enterprise,7970,8500.13,2002,24,16-30 years,51.89,partial,9,Gemini,3,Marketing Automation,14,45.16,9.78,0.552,13.0,104344.9,63,High,Yes,65,67.21,5.54,21.33,7.15,12.41,341,475,783,0.02,7.92,65,5.68,Internal Corporate Survey,Phone Interview
29889,COMP-01869,2023,Q1,UK,Europe,Consulting,Startup,88,5.93,1992,31,30+ years,15.84,pilot,5,Claude,2,Customer Support,3,20.62,6.77,0.226,24.93,4559.22,59,Medium,No,52,24.13,4.81,11.54,3.71,7.68,2,1,2,-0.9,2.38,53,5.92,Internal Corporate Survey,API Scrape
35867,COMP-02242,2025,Q3,Sweden,Europe,Healthcare,SME,954,336.83,2002,23,16-30 years,44.86,partial,9,Claude,3,Customer Support,8,30.49,13.87,0.445,20.51,48978.88,76,High,Yes,62,57.89,5.86,16.67,5.03,8.28,42,39,76,7.01,2.1,56,5.63,Internal Corporate Survey,Phone Interview
25873,COMP-01618,2023,Q1,Germany,Europe,Education,Enterprise,15429,6273.01,1996,27,16-30 years,23.4,pilot,6,Custom Internal AI,2,Customer Support,6,28.01,7.74,0.32,22.56,31476.98,79,Medium,No,53,39.6,6.32,14.39,4.96,0.0,506,432,893,3.96,3.29,52,4.24,Internal Corporate Survey,Phone Interview
158817,COMP-09927,2023,Q1,Argentina,South America,Consulting,Startup,98,1.17,2008,15,6-15 years,19.25,pilot,2,Claude,2,Customer Support,2,0.29,7.99,0.141,40.0,953.89,63,High,No,57,34.74,5.34,11.1,5.67,5.23,4,3,0,-5.0,0.0,56,4.99,LinkedIn Poll,API Scrape
92878,COMP-05805,2026,Q2,Netherlands,Europe,Agriculture,SME,574,81.01,1998,28,16-30 years,11.34,pilot,3,Custom Internal AI,2,Supply Chain Optimization,4,17.1,0.0,0.138,33.11,0.0,71,Medium,No,59,46.42,5.44,4.36,0.24,0.0,3,10,2,3.45,1.6,50,4.2,WEF Survey,API Scrape
158807,COMP-09926,2024,Q3,Sweden,Europe,Healthcare,Startup,69,8.18,1993,31,30+ years,47.7,partial,3,ChatGPT,3,Medical Diagnostics,8,29.32,9.47,0.382,23.58,11222.17,79,High,Yes,62,50.92,5.3,34.71,9.84,13.63,6,4,6,15.15,1.89,65,6.68,Internal Corporate Survey,Phone Interview
98685,COMP-06168,2026,Q1,South Korea,Asia,Logistics,Startup,73,45.09,2016,10,6-15 years,39.75,partial,5,Other,3,Customer Support,5,22.54,11.6,0.332,33.41,71647.94,75,High,No,51,35.6,6.66,22.88,4.8,8.05,4,3,4,0.09,1.1,54,6.3,WEF Survey,Phone Interview
15595,COMP-00975,2025,Q3,Egypt,Africa,Agriculture,SME,170,73.08,2018,7,6-15 years,22.19,pilot,5,ChatGPT,2,HR Automation,6,0.0,5.88,0.178,37.23,25272.04,70,Medium,Yes,59,14.9,3.88,10.82,4.88,7.72,5,4,2,6.18,0.0,45,5.21,LinkedIn Poll,Phone Interview
111932,COMP-06996,2025,Q4,Philippines,Asia,Healthcare,Startup,73,20.93,2019,6,6-15 years,15.35,pilot,6,ChatGPT,2,Customer Support,0,26.68,2.56,0.145,23.19,7341.96,52,Medium,No,40,29.58,6.34,4.21,1.16,3.08,1,2,5,1.41,5.95,50,5.71,WEF Survey,Online Survey
20687,COMP-01293,2026,Q3,Spain,Europe,Education,Startup,77,25.73,1991,35,30+ years,24.67,pilot,4,Other,1,HR Automation,0,0.0,5.65,0.075,37.66,18883.78,76,High,No,54,28.61,6.22,12.34,4.62,4.59,1,2,1,9.27,0.48,44,3.49,WEF Survey,Research Compilation
75937,COMP-04747,2023,Q1,Italy,Europe,Healthcare,Enterprise,4558,9496.8,1996,27,16-30 years,35.89,partial,5,Claude,2,Medical Diagnostics,5,49.51,5.43,0.362,14.8,113184.66,77,High,Yes,65,34.96,6.98,17.86,5.56,12.87,79,173,451,3.46,10.68,64,4.54,McKinsey Report,Online Survey
85670,COMP-05355,2024,Q2,South Korea,Asia,Finance,Enterprise,6307,6051.94,2015,9,6-15 years,59.72,partial,6,ChatGPT,3,HR Automation,10,55.78,13.12,0.574,13.41,125938.34,70,Medium,Yes,70,65.05,6.18,22.21,5.88,19.54,349,381,782,11.37,6.95,61,6.99,Internal Corporate Survey,Research Compilation
34469,COMP-02155,2024,Q1,Germany,Europe,Healthcare,Startup,53,48.5,2018,6,6-15 years,26.85,pilot,5,ChatGPT,1,Predictive Maintenance,0,6.21,10.29,0.163,33.62,94132.86,82,High,No,48,31.24,4.9,16.04,3.24,0.0,2,2,1,-5.0,2.42,49,4.29,WEF Survey,Research Compilation
159462,COMP-09967,2024,Q2,Poland,Europe,Retail,SME,213,364.11,1998,26,16-30 years,31.61,pilot,2,ChatGPT,2,Marketing Automation,6,18.08,6.45,0.261,40.0,110201.44,65,High,No,43,28.1,3.2,16.19,2.35,0.0,8,6,6,-5.0,2.47,56,3.3,LinkedIn Poll,Online Survey
60479,COMP-03780,2026,Q3,Argentina,South America,Retail,SME,860,101.44,2022,4,0-5 years,25.41,pilot,3,Claude,2,Supply Chain Optimization,5,10.16,7.32,0.223,36.69,8640.03,71,Medium,Yes,69,29.09,5.48,30.73,6.86,0.0,55,31,32,6.88,5.27,52,2.82,WEF Survey,Phone Interview
140309,COMP-08770,2024,Q1,China,Asia,Healthcare,SME,478,320.3,2013,11,6-15 years,46.44,partial,3,ChatGPT,3,HR Automation,9,32.91,13.5,0.467,22.84,90459.24,75,High,Yes,73,24.01,5.79,28.68,9.31,11.66,34,27,39,4.68,9.08,66,6.22,Internal Corporate Survey,Research Compilation
20580,COMP-01287,2023,Q4,China,Asia,Retail,Enterprise,8082,9503.02,2003,20,16-30 years,51.4,partial,5,Claude,2,Marketing Automation,10,26.53,11.95,0.437,28.27,140495.28,77,Medium,Yes,64,55.18,6.81,39.9,10.16,18.61,803,552,275,14.75,10.35,55,5.87,McKinsey Report,Research Compilation
152518,COMP-09533,2024,Q2,China,Asia,Technology,Startup,61,28.22,2018,6,6-15 years,43.41,partial,5,GitHub Copilot,3,Marketing Automation,4,30.04,10.9,0.337,10.36,50424.11,62,Medium,No,54,58.35,6.3,16.75,6.65,5.95,2,3,4,15.1,4.92,45,4.96,Internal Corporate Survey,Online Survey
148215,COMP-09264,2024,Q3,Vietnam,Asia,Finance,Startup,58,35.3,2022,2,0-5 years,29.7,pilot,2,Gemini,3,Customer Support,7,24.94,5.37,0.292,25.5,32684.1,66,High,No,55,36.98,5.97,21.02,7.17,16.48,1,2,6,9.82,3.88,40,7.79,WEF Survey,Online Survey
20350,COMP-01272,2026,Q2,Argentina,South America,Manufacturing,Startup,62,16.49,2004,22,16-30 years,51.95,partial,6,Custom Internal AI,3,Supply Chain Optimization,8,33.59,6.03,0.354,20.99,16050.61,64,High,No,49,33.99,4.95,27.8,7.5,15.63,3,3,8,10.8,3.35,66,6.16,LinkedIn Poll,API Scrape
